BUS     35 500.0 ;
BUS     40 500.0 ;
BUS     41 500.0 ;
BUS     75 220.0 ;
BUS     76 220.0 ;
BUS     88 500.0 ;
BUS    139 220.0 ;
BUS    140 220.0 ;
BUS    141 500.0 ;
BUS    142 500.0 ;
BUS    143 220.0 ;
BUS    144 220.0 ;
BUS    145 220.0 ;
BUS    146 220.0 ;
BUS    147 220.0 ;
BUS    191 500.0 ;
BUS    192 220.0 ;
BUS    193 220.0 ;
BUS    194 220.0 ;
BUS    195 500.0 ;
BUS    196 220.0 ;
BUS    197 220.0 ;
BUS    198 220.0 ;
BUS    199 220.0 ;
BUS    200 220.0 ;
BUS    213 220.0 ;
BUS    271 220.0 ;
BUS    272 500.0 ;
BUS    273 220.0 ;
BUS    274 220.0 ;
BUS    275 500.0 ;
BUS    276 220.0 ;
BUS    277 220.0 ;
BUS    278 220.0 ;
BUS    279  22.0 ;
BUS    280  22.0 ;
BUS    302 220.0 ;
BUS    303 220.0 ;
BUS    304  33.0 ;
BUS    364 220.0 ;
BUS    493 500.0 ;
BUS    494 220.0 ;
BUS    496 220.0 ;
BUS    543 220.0 ;
BUS    553 220.0 ;
BUS    610  66.0 ;
BUS    617 220.0 ;
BUS    618 500.0 ;
BUS    619 500.0 ;
BUS    620 500.0 ;
BUS    621 500.0 ;
BUS    679 220.0 ;
BUS    681 330.0 ;
BUS   681G  66.0 ;
BUS    682 330.0 ;
BUS    683 220.0 ;
BUS    735 220.0 ;
BUS    736 220.0 ;
BUS    737 220.0 ;
BUS    738 220.0 ;
BUS    739 220.0 ;
BUS    740 220.0 ;
BUS    742 220.0 ;
BUS    774 500.0 ;
BUS    775 220.0 ;
BUS    776 220.0 ;
BUS    800 220.0 ;
BUS    806 220.0 ;
BUS    808 220.0 ;
BUS    861 220.0 ;
BUS    862 500.0 ;
BUS    863 220.0 ;
BUS    864 220.0 ;
BUS    865  33.0 ;
BUS    866 220.0 ;
BUS    867 132.0 ;
BUS    868 220.0 ;
BUS    869 220.0 ;
BUS   870W  66.0 ;
BUS    872 500.0 ;
BUS    873 220.0 ;
BUS    875 220.0 ;
BUS   142a 220.0 ;
BUS   143W  22.0 ;
BUS   147G  22.0 ;
BUS   191a 220.0 ;
BUS   195a 220.0 ;
BUS   195b 330.0 ;
BUS   199G  22.0 ;
BUS  213PV  33.0 ;
BUS   276G  22.0 ;
BUS   302W  22.0 ;
BUS   303W  22.0 ;
BUS   304W  33.0 ;
BUS    35G 220.0 ;
BUS   364W  22.0 ;
BUS    41W  22.0 ;
BUS   493a 220.0 ;
BUS  553PV  22.0 ;
BUS   610W  33.0 ;
BUS   617W  66.0 ;
BUS   620G  22.0 ;
BUS   620W  22.0 ;
BUS   621W  16.0 ;
BUS   682a 220.0 ;
BUS   682G  22.0 ;
BUS  683PV  22.0 ;
BUS   736G  22.0 ;
BUS   738G  16.0 ;
BUS   739G  22.0 ;
BUS   742G  22.0 ;
BUS   774G 220.0 ;
BUS   775G  22.0 ;
BUS  806PV  22.0 ;
BUS  808PV  22.0 ;
BUS   862a 220.0 ;
BUS   864W  33.0 ;
BUS   865W  22.0 ;
BUS   866W  33.0 ;
BUS   867W  33.0 ;
BUS   868W  33.0 ;
BUS   869W  22.0 ;
BUS  873PV  22.0 ;
BUS 806NSW 220.0 ;
BUS  806SA 220.0 ;

INJEC LOAD   L_35   35 0 0  -11.419490  -2.318827 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD   L_40   40 0 0   -5.788279  -1.175360 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD   L_41   41 0 0  -10.442680  -2.120476 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD   L_75   75 0 0  -20.704180  -4.204163 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD   L_76   76 0 0  -13.561490  -2.753779 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD   L_88   88 0 0  -50.697950 -10.294660 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_139  139 0 0  -52.254670 -10.610760 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_140  140 0 0 -243.940300 -50.612510 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_141  141 0 0 -290.852800 -59.060180 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_143  143 0 0   -7.367885  -1.636673 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_144  144 0 0 -158.372800 -32.158980 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_145  145 0 0  -53.075450 -10.777430 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_146  146 0 0  -78.446100 -15.929160 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_147  147 0 0  -33.622590  -6.827357 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_192  192 0 0 -187.081900 -41.557630 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_193  193 0 0 -371.934600 -74.764170 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_194  194 0 0 -318.385800 -58.985350 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_196  196 0 0 -143.455200 -31.866590 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_197  197 0 0 -251.500900 -50.555270 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_198  198 0 0  -14.354690  -2.659404 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_199  199 0 0   -9.753168  -1.980465 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_200  200 0 0 -174.346100 -38.728570 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_213  213 0 0  -85.876450 -17.437960 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_271  271 0 0   -0.035622  -0.007233 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_272  272 0 0   -5.298292  -1.075864 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_273  273 0 0  -11.329740  -2.098989 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_274  274 0 0  -21.377720  -4.340930 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_275  275 0 0   -1.849521  -0.375561 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_276  276 0 0  -52.784280 -10.718300 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_277  277 0 0   -0.098268  -0.019954 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_278  278 0 0   -5.355448  -0.992170 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_279  279 0 0   -0.109434  -0.022222 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_280  280 0 0   -0.017253  -0.003503 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_302  302 0 0  -96.607150 -22.392130 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_303  303 0 0  -36.975540  -7.546926 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_304  304 0 0  -16.848140  -3.742579 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_364  364 0 0  -38.732150  -7.864899 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_494  494 0 0 -183.555400 -34.723660 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_496  496 0 0  -57.794460 -12.139320 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_543  543 0 0 -258.374100 -57.394210 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_553  553 0 0  -24.119650  -4.897703 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_610  610 0 0   -6.556822  -1.331419 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_617  617 0 0  -18.073810  -4.060016 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_618  618 0 0  -12.424260  -2.522853 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_619  619 0 0   -3.394266  -0.689235 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_620  620 0 0  -25.617630  -5.201881 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_621  621 0 0  -15.793780  -3.207063 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_679  679 0 0 -117.148000 -23.787910 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_681  681 0 0  -31.385430  -6.373085 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_683  683 0 0  -36.604610  -7.432884 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_735  735 0 0   -3.064026  -0.622177 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_736  736 0 0   -0.055322  -0.010249 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_737  737 0 0   -0.321284  -0.059522 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_738  738 0 0   -0.241728  -0.044783 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_739  739 0 0   -4.109951  -0.761425 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_740  740 0 0  -33.078960  -6.128331 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_742  742 0 0 -196.394200 -39.879540 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_774  774 0 0   -0.088735  -0.016439 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_775  775 0 0  -10.355230  -2.102719 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_776  776 0 0   -0.061417  -0.012471 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_800  800 0 0 -305.913700 -67.954480 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_806  806 0 0  -42.003970  -7.781813 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_808  808 0 0  -11.984210  -2.220240 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_861  861 0 0  -91.135670 -18.505890 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_863  863 0 0 -127.954800 -25.982320 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_864  864 0 0  -34.532650  -6.397648 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD  L_869  869 0 0   -4.735813  -0.000000 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD L_142a 142a 0 0 -215.716900 -43.803190 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD L_191a 191a 0 0  -83.698230 -18.592400 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD L_195a 195a 0 0 -207.458900 -42.126330 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD L_493a 493a 0 0 -422.877700 -85.868980 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD L_682a 682a 0 0  -11.589020  -2.353251 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;
INJEC LOAD L_862a 862a 0 0  -42.123480  -8.553538 0 1 1.5 0 0 0 0 1 2.25 0 0 0 ;

INJEC LOAD  svc_271  271 0 0 0 -266.1108 0 1 2 0 0 0 0 1 2 0 0 0 ;
INJEC LOAD  svc_364  364 0 0 0  4.012913 0 1 2 0 0 0 0 1 2 0 0 0 ;
INJEC LOAD  svc_553  553 0 0 0  15.12463 0 1 2 0 0 0 0 1 2 0 0 0 ;
INJEC LOAD  svc_875  875 0 0 0 -176.0217 0 1 2 0 0 0 0 1 2 0 0 0 ;
INJEC LOAD  svc_806  806 0 0 0 -99.77200 0 1 2 0 0 0 0 1 2 0 0 0 ;
INJEC LOAD  svc_872  872 0 0 0 -326.3643 0 1 2 0 0 0 0 1 2 0 0 0 ;
INJEC LOAD svc_191a 191a 0 0 0  1073.803 0 1 2 0 0 0 0 1 2 0 0 0 ;
INJEC LOAD  svc_195  195 0 0 0  460.0679 0 1 2 0 0 0 0 1 2 0 0 0 ;
INJEC LOAD  svc_682  682 0 0 0 -232.0778 0 1 2 0 0 0 0 1 2 0 0 0 ;

TRANSFO T_HTWSA1 272 274 0 8 0 0 100.0000 0 2400 1 ;
TRANSFO T_MLTSA2 862 862a 0 3 0 0 100.0000 0 2000 1 ;
TRANSFO TG_869W 869W 869 0 5 0 0 100.0000 0 300 1 ;
TRANSFO TG_683PV 683PV 683 0 4 0 0 100.0000 0 220 1 ;
TRANSFO TG_553PV 553PV 553 0 2 0 0 100.0000 0 100 1 ;
TRANSFO TG_864W 864W 864 0 5 0 0 100.0000 0 150 1 ;
TRANSFO TG_873PV 873PV 873 0 8 0 0 100.0000 0 200 1 ;
